supplier_name,receipt_date,product_code,product_name,received_qty,unit,related_external_order_no
鑫达盛,12/16,25MS01643,"橘色 030-71-41  220g -230G莱卡布54""",521.739130434783,Y,ALCPO2522806
双辉/盛翔,12/11,25MS01655,蓝色 126-21-11 200g 组织布54“,373.5,Y,ALCPO2522890
鑫达盛,12/16,25MS01673,"胜利红009-39-36220g -230G莱卡布54""",520.869565217391,Y,ALCPO2522806
双辉,12/4,25MS01674,白色 109-98-01 200g 组织布54“,82.5,Y,ALCPO2522890
鑫达盛,12/19,25MS01675,"深蓝109-55-25 220g -230G莱卡布54""",511.739130434783,Y,ALCPO2522806
华宇,12/9,25MS01676,"白色 109-98-01 CL24154纹 430g三明治网布 54""",210.888888888889,Y,ALCPO2522890
宏溢/盛翔,12/3,24MS02007,"白色109-98-01 354纹 280-290g单层网 54"" 耐黄",377.142857142857,Y,AHJPO2577136
华宇,12/15,,470G DL1200 三明治网布黑色,720,Y,17358LR
尚好,11/30,WB10878,"白色210D牛津布54""",200,码,4510239359
荣翔,11/30,,"白色109-98-01 LY-YG1190网布 54""",14,码,AHJP02551633
泉亿,12/4,24FB01290,"白色109-98-01 250g 组织布54""",14,Y,ALCPO2522985
荣翔,12/3,24MS02157,"白色109-98-01 LY-YG1190/YS1190纹 250g 小四方泡布 54""",35.6,Y,ALCPO2522985
双锦分化,12/11,24MS02311,"白色109-98-01  360g-380g 提花空气层54""凤化黑莓/紫色豹纹",204.324324324324,Y,ALCPO2522985
锦华/盛翔,12/11,25MS01769,"紫色008-36-10 D027纹 250-260g单层网布 54""",292.578125,Y,ALCPO2522985
锦华/盛翔,12/11,25MS01770,"粉色151-66-26 D027纹 250-260g单层网布 54""",282.421875,Y,ALCPO2522985
盛玮,12/15,17FB00517,"白色 佳积布250G 54""",76,Y,ALCPO2522985
盛玮/盛翔,12/11,25MS01774,紫色008-36-10 佳积布 54“250g,392.4,Y,ALCPO2522985
盛玮,12/8,WB13220,"180G 白色K209网布54""",1134.44444444444,码,4510239491
嘉胜,12/2,WD004122,"220G 黑色鸡皮绒54""",7,码,4510239491
双辉,12/8,WJ000068,"180G冠军蓝色佳积布58""",547.222222222222,码,4510239491
华宇,12/8,WS000407,"380G白色 YD-0731三明治网布上树脂54""",1717.6,码,4510239491
峰星,11/30,WB10742,"黑色300G提花天鹅绒54""",121,码,4510239540
鑫达盛,12/12,WD000508,"350G 玛瑙黑色 拉毛四面弹54""",139.142857142857,码,4510239540
鑫达盛,12/12,WD000572,"350G 光亮白色 拉毛四面弹54""",111.428571428571,码,4510239540
联盛/大丰,12/5,WD002116,"380G墨青蓝色YS5736网布54""",44.2105263157895,码,4510239540
鑫达盛/大丰,12/22,WD002118,"350G 墨青蓝色 拉毛四面弹54""",50.2857142857143,码,4510239540
鑫达盛/大丰,12/12,WD002119,"350G 宝瓶蓝色 拉毛四面弹54""",33.7142857142857,码,4510239540
鑫达盛/大丰,12/6,WD002120,"350G 幽蓝色 拉毛四面弹54""",37.3333333333333,码,4510239540
鑫达盛/大丰,12/5,WD002121,"350G 深紫色 拉毛四面弹54""",32.8125,码,4510239540
联盛,12/16,WD002122,"380G玛瑙黑色YS5736网布54""",39.4736842105263,码,4510239540
盛玮,12/2,20IM00391,"佳绩布 54"" 120g白色",1992.5,Y,ALCPO2522957
盛翔/盛翔,12/8,25FB00375,"蓝色107-75-06 DJ132 240g POLYPAG单层网布 54""",315.416666666667,Y,AHJPO2577483
双辉/盛翔,12/18,25FB00376,"蓝色107-75-06 260g BK-Q01单层网布 54""",289.230769230769,Y,AHJPO2577483
双辉,12/6,25MS01805,"灰色 028-56-06 260g BK 单层网布 54""",33.8461538461538,Y,AHJPO2577483
双辉/盛翔,12/7,,"D01网布 220码克54"" 浅粉",58.3333333333333,Y,K26003
双辉/盛翔,12/7,,"D01网布 220码克54"" 橘色",55,Y,K-26004
宏溢/盛翔,12/13,24MS02008,"黑色139-18-00 354纹 280-290g 单层网 54""",244.137931034483,Y,AHJPO2577725
荣翔,12/8,25FB01656,"逃离灰 039-65-02 DJT-6515 单层网布 54""",1056.66666666667,Y,AHJPO2577351
盛玮/盛翔,12/12,25MS01461,"米色034-75-11 K106/DJT 1834 FLECK TEX纹 单层网布 54""",340,Y,AHJPO2577351
华宇/盛翔,12/3,,太空层300g/M2*1.42米 本白,203,Y,
锦华/金宏盛,12/5,,"K387单层网布 加硬 黑色 54""",1224.44444444444,Y,237145
锦华/金宏盛,12/5,,"K387单层网布 加硬  54""白色",1130.37037037037,Y,302696L
锦华/盛翔,12/13,25FB00351,"黑色139-18-00 DJ132 240g POLYPAG单层网布 54""",428.75,Y,AHJPO2577767
一坊,12/10,23MS01511,"深灰(18-0201 TPG) 三明治网布 54""",2,Y,AHJPO2577824
双辉,12/13,,"D01网布 220码克54"" 黑色",3020.45454545455,Y,K26001黑/棕
恒源/盛翔,12/13,25FB01653,"西装灰19-0203TPG 灯芯绒 54""",40.3448275862069,Y,ALCPO2523299
恒源/盛翔,12/13,25FB01654,"原始色11-0606TPG 灯芯绒 54""",42.7586206896552,Y,ALCPO2523299
鑫达盛/盛翔,12/19,25MS01814,"银色 YS89 250g 有光莱卡布54""",90.8,Y,ALCPO2523299
铭超,12/11,24FB00703,"浅香槟金11-0104TPG 色丁布54""",33,Y,ALCPO2523329
中邦,12/7,24IM00140,"雪白色11-0602TPG 莱卡 54""250g",83.4782608695652,Y,ALCPO2523329
宏溢/盛翔,12/6,23MS02122,"白色11-0601TPG YSK055纹 单层网布 54""",131.25,Y,ALCPO2523329
宏溢/金宏盛,12/13,23MS02211,"海藻蓝19-4024TPG YSK055纹 单层网布 54""",190.25,Y,ALCPO2523329
鸿顺,10/9,WD004315,"黑色D02单层网布54""",60,码,4510240584
双辉/大丰,12/10,,"D01网布 220码克54"" 粉红",86.9565217391304,Y,K26009/26011
泉亿,12/9,,"D01网布 220码克54"" 桔色",31,Y,K26010
双辉/大丰,12/11,,"D01网布 220码克54""深灰",54.3478260869565,Y,K26012
柄亿/大丰,12/10,,"细密单网灰绿54""YSBM180",17.7142857142857,Y,26018灰绿
柄亿,12/8,,"细密单网黑色54""YSBM180",18.6111111111111,Y,K26019深卡其
宏溢/金宏盛,12/19,,"D34亮光单网布54""深灰",580.714285714286,Y,K26009深灰/粉红
荣翔/盛翔,12/15,25FB01613,"红色 012-41-36 DJT-6515 单层网布 54""",323.333333333333,Y,ALCPO2523345
友恒,12/12,24MS02174,"黑色139-18-00 K208 240gBK网布 54""",201.6,Y,ALCPO2523345
双锦/盛翔,12/12,,"150G 佳织布 54""深粉",494,Y,FE25045-1-3
双辉,12/8,25FB00369,"灰色099-85-01 260g BK-Q01单层网布 54""",7.8125,Y,AHJPO2578904
峰星,12/6,,白色K184尼龙布54英寸,82.8125,码,HX1190-018
峰星/盛翔,12/13,25RF00160,"150g 羽绒灰13-4303TPG 天鹅绒54""",243.333333333333,Y,ALCPO2523290
新明祥,12/13,,"密实三明治 黑色54""YS3260",331,Y,K26014
鑫茂,12/13,WB12252,"棕色10安帆布54""",32,码,4510241084
盛玮/盛翔,12/13,WS001431,"320G 白色YSD137加厚内里布54""",305.3125,码,4510241138
盛玮/盛翔,12/16,WS001432,"320G 黑色YSD137加厚内里布54""",308.125,码,4510241138
宏溢/盛翔,12/15,25FB00892,"黑色 139-18-00 YS571 530g 单层网布 54""",143.962264150943,Y,AHJPO2579045
华融,12/9,25FB00894,"黑色 139-18-00 YS5908纹 230g三明治网布 54""",28.6842105263158,Y,AHJPO2579045
荣翔,12/10,23MS02212,"白色11-0601TPG 200g 小米通布54""",25.4545454545455,Y,ALCPO2523406
昌鹏,12/12,24FB00818,"黑色 YS1066纹 230g 平布 54""",306.25,Y,ALCPO2523406
盛玮/盛翔,12/13,,"120g 佳积布 54"" 桔色",820.833333333333,Y,FE2531
鑫达盛,12/15,24MS00839,"黑色 YS-125纹 310g 粗网 54""",59.0322580645161,Y,ALCPO2523822
昌鹏,12/12,22FB00194,"白色 TF18-Q08 220g 磨毛布54""",102.083333333333,Y,ALCPO2523817
荣翔,12/12,24MS02280,"黑色139-18-00 K106/DJT 1834 FLECK TEX纹 单层网布 54""",237.727272727273,Y,AHJPO2579187
荣翔,12/20,,D01网布/炭黑Anthracite 19-4007TPX,202.777777777778,Y,25026A-5
华融,12/20,,三明治网布/炭黑Anthracite 19-4007TPX,51,Y,25026A-5
荣翔,1/3,WK000351,"280G 白色(11-4001TPG) K208网布54""",427.142857142857,码,4510244895
鑫达盛,12/23,,黑色细纹莱卡54“黑色,63.0434782608696,Y,ZFY251201-2
鑫达盛/大丰,12/22,,紫色细纹莱卡54“紫色19-3542TPG,36.9565217391304,Y,ZFY251201-2
鑫达盛,12/18,,"粗条纹莱卡54""黑色",33.0434782608696,Y,HXLEE-251215-6
鑫达盛/大丰,12/22,,"粗条纹莱卡54""墨绿16-5815TPG",44.3478260869565,Y,HXLEE-251215-6
双辉/大丰,12/22,,"190G佳积布54""墨绿16-5815TPG",51.1111111111111,Y,HXLEE-251215-6
宏溢/盛翔,12/24,,"D34网布54""黑色",535.357142857143,Y,K26030黑
梦锦,12/23,,"摇粒绒 54""黑色",285,Y,K26030黑
华宇,12/23,,"470G DL1200 三明治网布 深碳灰 54""",710.408163265306,Y,17358LR
鑫达盛/莆田,,25MS00238,"霓虹绿802C DH1503小圆点 网布54""",12,Y,AHJPO2579751
鑫达盛/盛翔,12/23,WD004591,11-0601TPG白色丝光莱卡250G54“,142.8,码,4510242836
鑫达盛/盛翔,12/31,WD004647,11-0604米白丝光莱卡250G54“,64,码,4510242836
鑫达盛,12/30,WD004649,黑色丝光莱卡250G54“,85.6,码,4510242836
鑫达盛,12/24,,160g/平方 黑色莱卡布  56〃,810.869565217391,码,YX2560-1
鑫达盛,12/30,,160g/平方 灰绿色莱卡布  56〃,446.086956521739,码,YX2560-2
鑫达盛,1/3,,160g/平方 粉色莱卡布  56〃,380.869565217391,码,YX2560-3
双辉,12/18,,"D01网布 220码克54"" 黑色",2149.16666666667,码,通用
盛玮,12/17,24MS02282,"白色109-98-01 K106/DJT 1834 FLECK TEX纹 单层网布 54"" 耐黄",342.727272727273,Y,AHJPO2579878
荣翔,12/18,25FB00250,"黑色 DJT-1834 单层网布 54""",146.521739130435,Y,AHJPO2579878
峰星,12/18,25FB00353,"灰色000-73-00 DJ132 240g POLYPAG单层网布 54""",55,Y,AHJPO2579878
宏溢/盛翔,12/23,25FB01042,"橄榄绿044-36-10 YS571 单层网布 530g 54""",143.396226415094,Y,AHJPO2579878
华融/盛翔,12/23,25FB01046,"橄榄绿044-36-10 YS5908小圆孔 三明治网布 380g 54""",62.8947368421053,Y,AHJPO2579878
盛玮/盛翔,12/29,25FB01174,"灰色031-78-00 DJT1834纹 单层网布 54""",376.5,Y,AHJPO2579878
峰星/盛翔,12/29,25FB01189,"朦胧绿051-61-04 240g 丝光布 54""（YS607）",40.9090909090909,Y,AHJPO2579878
浪亚/盛翔,12/27,,"208厚网布纹路（低弹单网）54"" 深灰",145.217391304348,Y,K26055
王涛/盛翔,12/25,25MS01709,"蔚淡蓝12-4303TPG YSK133纹220g 单层网布 54""",393,Y,ALCPO2524187
王涛/盛翔,12/25,25MS01738,"象牙白11-4202TPG YSK133纹220g 单层网布 54""",415.5,Y,ALCPO2524187
王涛/盛翔,12/31,25MS01744,"北极狼白12-0602TPG YSK133纹220g 单层网布 54""",499.5,Y,ALCPO2524187
王涛/盛翔,12/27,25MS01748,"发光绿12-0525TPG YSK133纹220g 单层网布 54""",383,Y,ALCPO2524187
鑫达盛/大丰,12/26,25MS01863,"透明黄11-0617TPG YS-125纹310g 粗网 54""",32.258064516129,Y,ALCPO2524187
王涛/盛翔,12/27,23MS01380,"黑色 YSK133纹 220g 单层网布54""",362,Y,ALCPO2524187
鑫达盛,12/22,24MS00839,"黑色 YS-125纹 310g 粗网 54""",24.5161290322581,Y,ALCPO2524187
鑫达盛/大丰,12/26,25MS01871,"梅李色18-1506TPG YS-125纹310g 粗网 54""",43.5483870967742,Y,ALCPO2524187
中盛,12/22,25MS01877,"豆腐色11-4801TPG YS-125纹310g 粗网 54""",16,Y,ALCPO2524187
联盛/金宏盛,12/24,WS000590,"420G/Y 黑色 YS028三明治54""",251.75,码,4510243116
联盛/盛翔,12/30,WS001352,"420G/Y 暗橄榄黄19-0516TPG YS028三明治 54""",125.5,码,4510243116
联盛/盛翔,12/30,WS001354,"420G/Y 米色12-0104TPG YS028三明治 54""",128,码,4510243116
双辉/大丰,12/30,WK000333,"230G/Y  椒红18-1657TPG K208网布54""",51.25,码,4510243202
双辉/大丰,1/4,WK000334,"230G/Y 繁星粉17-2033TPG K208网布54""",51.25,码,4510243202
锦华/盛翔,12/24,,军蓝K184尼龙布54英寸,342.307692307692,码,补单
华宇,12/23,,"YS24154单色三明治网布54""黑色",218.222222222222,Y,HXLEE-251218-2
嘉胜,12/19,WD002639,"黑色 TANGO SUEDE麂皮绒54""",12,码,4510243479
宏溢/盛翔,12/24,,"D391漏孔单网花纹网布54""黑色",742.727272727273,码,K26033黑
欣源/盛翔,12/24,,"粗密实网布54""黑色 YSN-0190",636.363636363636,码,K26033黑
中邦,12/24,WD004634,黑色 YS2323猫舌布54″,21,码,4510243669
鑫茂,12/19,WB16877,"棕色8安帆布54""",76.0061242344707,码,4510243488
双辉,12/24,,"D01网布54""220码克 深碳灰",2857.2,码,K26056A黑碳灰同25298
联盛/盛翔,1/1,25MS00201,"煙藍灰(14-4203 TPG) YS-0731 三 明治网布 54""",78.6842105263158,Y,AHJPO2580188
鑫茂,12/24,25FB00208,"8安 和風紫(15-1906 TPG) 帆布 54""",44,Y,AHJPO2580188
盛玮/大丰,12/30,25FB00207,"黑影藍(19-3906 TPG) 毛巾布 54""",100,Y,AHJPO2580188
盛玮/大丰,12/29,25FB00097,"杏樹棕(16-1432 TPG) 毛巾布 54""",124,Y,AHJPO2580188
鑫茂,1/4,24FB00784,"8安 淺沙褐(14-1210 TPG) 帆布 54""",586,Y,AHJPO2580188
鑫茂,1/4,24FB00194,"8安 真實紅(19-1664 TPG) 帆布 54""",48,Y,AHJPO2580188
鑫茂,1/14,24FB00042,"8安 浅灰色（16-4703 TPG) 帆布 54""",140,Y,AHJPO2580188
联盛,12/22,23MS02192,"白色 三明治网布 54""",22.1052631578947,Y,AHJPO2580188
一坊,12/30,23MS01511,"深灰(18-0201 TPG) 三明治网布 54""",22,Y,AHJPO2580188
一坊,12/30,23MS01510,"三明治网布 54""黑夜藍(19-4023TPG)",16,Y,AHJPO2580188
联盛/盛翔,1/7,23MS01216,"烏鴉咖(19-0000 TPG) YS-0731 三 明治网布 54""",263.684210526316,Y,AHJPO2580188
鑫茂,12/29,23FB01268,"8安 黑夜藍(19-4023 TPG) 帆布 54""",74,Y,AHJPO2580188
鑫茂,1/7,23FB01008,"8安 雕褐色(14-1310 TPG) 帆布 54""",150,Y,AHJPO2580188
鑫茂,12/24,23FB00625,"8安 壁虎绿13-0340 TN 帆布 54""",70,Y,AHJPO2580188
四海,1/9,23FB00605,"8安 橙子橘(15-1247 TPG) 帆布 54""",50,Y,AHJPO2580188
鑫茂,12/23,23FB00577,"8安 羊皮色(14-1122 TPG) 帆布 54""",291,Y,AHJPO2580188
盛玮/盛翔,12/31,23FB00412,"米白(11-0701 TPG) 毛巾布54""",396.8,Y,AHJPO2580188
盛玮/大丰,12/28,23FB00320,"天鵝灰(12-0000 TPX) 毛巾布 54""",200,Y,AHJPO2580188
盛玮/盛翔,12/27,23FB00296,"米白(11-0701 TPX) 毛巾布54""",124.583333333333,Y,AHJPO2580188
盛玮,12/23,23FB00293,"白色 120g 佳积布 54""",1440,Y,AHJPO2580188
盛玮,12/28,23FB00292,"明亮白(11-0601 TPX) 毛巾布 54""",595.2,Y,AHJPO2580188
联盛,12/25,16MS01315,"三明治网布 54""黑色",42.1052631578947,Y,AHJPO2580188
鑫达盛,1/14,25FB00942,"白色 220g 莱卡布 54""",81.3636363636364,Y,ALCPO2524424
鑫达盛/盛翔,1/20,25FB01504,"灰青綠(16-0518 TPG) 莱卡布54""",95.4545454545455,Y,ALCPO2524424
四海,1/9,25FB00590,"8安 赤熱綠(13-0442 TPG) 帆布 54""",47,码,AHJPO2580379
四海/喷,1/9,25FB00589,"8安 暗雲杉綠(19-4524 TPG) 帆布 54""",48,码,AHJPO2580379
盛玮/盛翔,1/9,25FB00210,"鍍銀灰(14-0000 TPG) 毛巾布 54""",106.95652173913,码,AHJPO2580379
四海,1/9,25FB00203,"8安 摩根石(12-2901 TPG) 帆布 54""",44,码,AHJPO2580379
联盛/盛翔,1/14,24MS02452,"水滴灰(14-4104 TPG) YS-0731 三明治网布 54""",52.8947368421053,码,AHJPO2580379
四海,1/14,24FB00814,"8安 水绿色(13-6006TPG) 帆布 54""",41,码,AHJPO2580379
联盛,1/7,23MS01904,"黑色 YS-0731 三明治网布 54""",68.9473684210526,码,AHJPO2580379
联盛,1/9,23MS01569,"明亮白(11-0601 TPG) YS-0731 三明治网布 54""",238.421052631579,码,AHJPO2580379
盛玮/盛翔,1/14,23FB00316,"天鵝灰(12-0000 TPG) 毛巾布 54""",320.4,码,AHJPO2580379
宏溢/盛翔,12/26,,"D34网布54""黑色",788.214285714286,码,K26030B黑
双辉/盛翔,1/3,WD003789,"230G 棕色BK网布54""",575.833333333333,码,4510245027
双锦,12/29,WJ000300,"150G黑色佳积布54""",372,码,4510245027
双辉/盛翔,12/30,,D01网布220码克  54″ 粉红,62.9166666666667,码,K26062
双辉/盛翔,12/31,,D01网布220码克  54″ 碳灰,113.913043478261,码,K26062
双辉/盛翔,12/31,,D01网布220码克  54″ 深灰灰,161.304347826087,码,K25064
浪亚/盛翔,1/6,,"粗纹密实网布YSN-0190粗实网布54""黑色",498.409090909091,码,K26067
宏溢/盛翔,12/31,,"D391漏孔单网花纹网布54""黑色",498.484848484848,码,K26067
路丰/盛翔,1/8,WK000357,"230G K208黑网布56""",911.2,码,4510245520
联盛/盛翔,1/4,WS001874,400G/Y浅黄棕15-1217TPGYS028三明治网布54“,75.25,码,4510245520
联盛/盛翔,1/13,WS001878,400G/Y苍白紫红13-2803TPG YS028三明治网布54“,185.5,码,4510245520
嘉胜/盛翔,1/9,WD004249,"220G 浅棕色鸡皮绒54""",265.2,码,4510245611
尚好,1/17,WN000132,"城堡灰19-0203TPG YS960D加密牛津布上防脱纱（厂商直上）54""",394,码,4510245630
联盛/盛翔,1/4,WS001873,"400G/Y 浅紫15-3716TPG YS028三明治网布54""",123.75,码,4510245630
联盛/盛翔,1/4,WS001875,"400G/Y深玫红18-2133TPGYS028三明治网布54""",61.25,码,4510245630
联盛/盛翔,1/4,WS001877,"400G/Y 芍药蓝19-4029TPGYS028三明治网布54""",63.5,码,4510245630
盛玮,1/2,24MS02282,"白色109-98-01 K106/DJT 1834 FLECK TEX纹 单层网布 54"" 耐黄",1828.18181818182,Y,
盛玮,1/4,25FB00153,"白色109-98-01 250g 佳积布 54""",1708.8,Y,
锦华/盛翔,12/30,24MS02026,"黑色139-18-00 D027纹 250-260g 单层网布 54""",1224.72727272727,Y,
锦华/盛翔,12/30,24MS02296,"白色109-98-01 D027纹 250-260g 单层网布 54""",962.307692307692,Y,
盛玮,1/6,24IM00269,"黑色139-18-00 佳积布 54"" 250g",2027.2,Y,
荣翔,1/9,24MS02351,"黑色139-18-00 K106 230-250g 单层网布 54""",244.4,Y,
昌鹏,1/8,19FB00716,"白色 180g 丝光布 54""",442.222222222222,码,
盛玮,1/8,25MS01216,"白色 109-98-01 WX-018 260g 毛巾布 54""",538.461538461538,码,
昌鹏,1/3,24FB01193,"白色109-98-01 220-230g 低弹平布 54""",326.086956521739,Y,
双辉/盛翔,1/6,25MS00850,"白色109-98-01 260g BK-Q01单层网布 54"" 耐黄",686.153846153846,Y,
双辉,1/8,25MS00865,白色109-98-01 250g 组织布 54“,385.6,码,
双辉,1/8,24FB01297,"黑色139-18-00 250g 组织布 54""",279.6,码,
荣翔,1/5,24MS02174,"黑色139-18-00 K208 240g BK网布 54""",535,码,
昌鹏,1/29,19FB00716,"白色 180g 丝光布 54""",147.222222222222,码,1/29通知发
双辉,12/29,WB10687,"180G白色佳积布54""",811.111111111111,码,4510246243
嘉胜/盛翔,1/17,WD003687,"220G 深蓝色 TANGO SUEDE弹力超纤布54""",571.2,码,4510246243
博星,1/12,WD003772,"220G 米色 TANGO SUEDE弹力超纤布54""",563,码,4510246243
双锦,12/29,WJ000529,"150G白色佳积布58""",40,码,4510246243
峰星,12/29,,"K387单层网布 不加浆 黑色 54""",304.230769230769,码,
锦华/金宏盛,12/30,,"K387单层网布 加硬 黑色 54""",1567.04119850187,码,302450L
锦华/金宏盛,12/30,,"K387单层网布 加硬 白色 54""",1506.90909090909,码,302696L
梦锦,1/16,,"摇粒绒 54""160平方克 黄色",1122.72727272727,码,K26017黄色
路丰/盛翔,1/21,WK000357,"230G K208黑网布56""",397.6,码,4510246506
联盛/盛翔,1/6,WS001879,400G/Y 黑色YS028三明治网布54“,264,码,4510246506
联盛/盛翔,1/8,WS001937,400G/Y 砾石棕14-0002TPG YS028三明治网布54“,49.25,码,4510246506
联盛/盛翔,1/29,WS001938,400G/Y 靛蓝色19-4028TPG YS028三明治网布54“,109.210526315789,码,4510246506
宏溢/盛翔,1/3,24MS02007,"白色109-98-01 354纹 280-290g单层网 54"" 耐黄",711.428571428571,Y,AHJPO2581051
宏溢/盛翔,1/4,24MS02008,"黑色139-18-00 354纹 280-290g单层网 54""",342.758620689655,Y,AHJPO2581051
锦华/盛翔,1/4,24MS02026,"黑色139-18-00 D027纹 250-260g单层网布 54""",1693.84615384615,Y,AHJPO2581051
锦华/盛翔,1/5,24MS02074,"胜利蓝Vector Navy 126-21-11 D027纹 250-260g 单层网布54""",1212,Y,AHJPO2581051
锦华/盛翔,1/5,24MS02079,"冷灰色04 Cold Grey AC4N D027纹 250-260g 单层网布54""",479.2,Y,AHJPO2581051
宏溢/盛翔,1/6,24MS02103,"黑色139-18-00 镂空圆孔YS0391纹 310-320g单层网布 54""",1006.66666666667,Y,AHJPO2581051
客富/盛翔,1/4,24MS02104,"黑色139-18-00 YSK2360纹 400g双心三层网 59""",440.5,Y,AHJPO2581051
联盛/盛翔,1/6,24MS02130,"黑色139-18-00 XF8021纹 350g/Y三明治网布 54""",1059.42857142857,Y,AHJPO2581051
联盛/盛翔,1/8,24MS02130,"黑色139-18-00 XF8021纹 350g/Y三明治网布 54""",1110.28571428571,Y,AHJPO2581051
联盛/盛翔,1/3,24MS02131,"白色109-98-01 XF8021纹 350g/Y三明治网布 54""",362.857142857143,Y,AHJPO2581051
路丰,1/4,24MS02173,"白色109-98-01 K208 240gBK网布 54""",517.916666666667,Y,AHJPO2581051
路丰,1/5,24MS02174,"黑色139-18-00 K208 240gBK网布 54""",840.416666666667,Y,AHJPO2581051
荣翔,1/4,24MS02280,"黑色139-18-00 K106/DJT 1834 FLECK TEX纹 单层网布 54""",580,Y,AHJPO2581051
荣翔,1/4,24MS02282,"白色109-98-01 K106/DJT 1834 FLECK TEX纹 单层网布54"" 耐黄",548.181818181818,Y,AHJPO2581051
宏溢/盛翔,1/4,25FB00892,"黑色 139-18-00 YS571 530g 单层网布 54""",992.452830188679,Y,AHJPO2581051
华融,1/6,25FB00894,"黑色 139-18-00 YS5908纹 230g三明治网布 54""",370.526315789474,Y,AHJPO2581051
联盛/盛翔,1/21,WS001937,400G/Y 砾石棕14-0002TPG YS028三明治网布54“,77.25,码,4510246987
盛玮,1/6,17FB00517,"白色 佳积布250G 54""",597.2,Y,ALCPO2524787
盛玮,1/12,24FB01186,"白色109-98-01 250g 加密真美布54""",956.923076923077,Y,ALCPO2524787
友恒,1/15,24FB01297,"黑色139-18-00 250g 组织布54""",199.6,Y,ALCPO2524787
盛玮,1/21,24IM00269,"黑色139-18-00 佳积布 54""250g",3678,Y,ALCPO2524787
宏溢/盛翔,1/8,24MS02007,"白色109-98-01 354纹 280-290g单层网 54"" 耐黄",357.857142857143,Y,ALCPO2524787
锦华/盛翔,1/17,24MS02059,"柠绿色Solar Lime-R 064-84-51 D027纹 250-260g 单层网布54""",288.679245283019,Y,ALCPO2524787
锦华/盛翔,1/13,24MS02074,"胜利蓝Vector Navy 126-21-11 D027纹 250-260g 单层网布54""",361.71875,Y,ALCPO2524787
锦华/金宏盛,2/1,24MS02277,"浅淡灰Grey 1 000-73-00 D027纹250-260g 单层网布 54""",286.923076923077,Y,ALCPO2524787
联盛/盛翔,1/23,25FB00288,"黑色139-18-00 YS-028 三明治网54""",265,Y,ALCPO2524787
双辉,1/12,25FB00316,"黑色139-18-00 180g WWDB0633 网布 54""",620.555555555556,Y,ALCPO2524787
荣翔,1/7,25FB00659,"红色009-39-36 WWDB0633 200g 佳积布 54""",101.111111111111,Y,ALCPO2524787
港丰/盛翔,1/14,25FB01016,"蓝色 118-30-29 小椭圆三明治网布 54""",98.3870967741936,Y,ALCPO2524787
盛玮/盛翔,1/12,25FB01022,"新灰色 031-78-00 佳积布 54""250g",395.2,Y,ALCPO2524787
宏溢/盛翔,1/12,25FB01024,"表情粉154-77-21 YH-H29W 350g单层网布 54""",223.142857142857,Y,ALCPO2524787
宏溢/盛翔,1/10,25FB01025,"蓝色 118-30-29 YH-H29W 350g 单层网布 54""",138.285714285714,Y,ALCPO2524787
盛玮,1/19,25FB01027,"陀螺色 154-62-08 佳积布 54""250g",767.2,Y,ALCPO2524787
盛玮/盛翔,1/12,25FB01028,"雾蓝色 126-50-07 佳积布 54""250g",297.6,Y,ALCPO2524787
盛玮/盛翔,1/14,25FB01031,"传统绿 059-40-11 佳积布 54""250g",297.6,Y,ALCPO2524787
盛玮/盛翔,1/12,25FB01034,"表情粉 154-77-21  佳积布 54""250g",196.8,Y,ALCPO2524787
盛玮/盛翔,1/14,25FB01036,"扭曲绿 091-63-26 佳积布 54""250g",299.2,Y,ALCPO2524787
盛玮/盛翔,1/12,25FB01037,"幻影紫 142-24-12 佳积布 54""250g",393.6,Y,ALCPO2524787
盛玮,1/20,25FB01044,"白色109-98-01 佳积布230G54""",150,Y,ALCPO2524787
宏溢/盛翔,1/14,25FB01054,"蓝色 126-21-11 YH-H29W 350g 单层网布 54""",81.1428571428571,Y,ALCPO2524787
友恒,1/15,25FB01068,"表情粉154-77-21 WWDB0633 佳积布 54""",135.555555555556,Y,ALCPO2524787
盛玮,1/19,25FB01229,"蓝色126-21-11 佳积布 54"" 250g",1258.4,Y,ALCPO2524787
双辉,1/14,25MS00853,米白色036-90-02 组织布 54“250g,381.6,Y,ALCPO2524787
双辉,1/7,25MS00865,白色109-98-01 250g 组织布54“,197.6,Y,ALCPO2524787
荣翔,1/7,25MS00937,"黑色139-18-00 CL21056 单层网布 54""",112.8125,Y,ALCPO2524787
荣翔,1/9,25MS00937,"黑色139-18-00 CL21056 单层网布 54""",9.16666666666667,Y,ALCPO2524787
荣翔/盛翔,1/12,25MS00941,"粉色150-77-21 CL21056 单层网布 54""",208.611111111111,Y,ALCPO2524787
泉亿,1/10,25MS00942,蓝色117-46-30 250g BK网布54“,53.0434782608696,Y,ALCPO2524787
锦华/盛翔,1/14,25MS00961,"传统蓝 126-34-11 D027纹 250-260g 单层网布 54""",294.921875,Y,ALCPO2524787
锦华/盛翔,1/14,25MS00962,"幻影紫 142-24-12 D027纹 250-260g 单层网布 54""",410.546875,Y,ALCPO2524787
锦华/盛翔,1/21,25MS00963,"灰色 000-47-00 D027纹 250-260g 单层网布 54""",1498.8679245283,Y,ALCPO2524787
锦华/盛翔,1/20,25MS00966,"D027纹 胜利红 009-39-36 D027纹 250-260g 单层网布 54""",295,Y,ALCPO2524787
