泉州阳硕鞋材有限公司,,,,,,,,,,,,,,
2026年01月份请款明细（大货）,,,,,,,,,,,,,,
TO：福建安恒致远鞋业有限公司,,,,,,,,,,,,,,
ATTN：李小姐,,,CC：财务,,,,,,,,币别:人民币,,,
行号,"交货 
日期",货单号,订购单号,形体号,产品名称,规格型号,辅助属性,加工,数量,单位,含税 单价,小缸费,总金额,备注
831,2026-01-29 00:00:00,AH2601126,AHJPO2601821,Z26191-3,"YS571 530g 网布 54""","54""530g",跋涉灰029-39-08,全代,14,Y,16,,224,
832,2026-01-29 00:00:00,AH2601126,AHJPO2608681,Z26191-4,"YS571 530g 网布 54""","54""530g",跋涉灰029-39-08,全代,305,Y,16,,4880,
833,2026-01-29 00:00:00,AH2601127,AHJPO2604277,Z25031-13open,"K208 240g BK网布 54""","240g 54""",黑色139-18-00,全代,9,Y,5.5,,49.5,
834,2026-01-29 00:00:00,AH2601127,AHJPO2604277,Z25031-13,"K208 240g BK网布 54""","240g 54""",黑色139-18-00,全代,167,Y,5.5,,918.5,
835,2026-01-29 00:00:00,AH2601127,AHJPO2609804,Z25366-3,"K208 240g BK网布 54""","240g 54""",黑色139-18-00,全代,539,Y,5.5,,2964.5,
836,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260027-1,丝光布,"54""180g",黑色 180g,全代,1,Y,3.3,,3.3,
837,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260028-1,丝光布,"54""180g",黑色 180g,全代,1,Y,3.3,,3.3,
838,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260027-1,条纹 三明治网布,"54""",黑色139-18-00,全代,1,Y,16,,16,
839,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260028-1,条纹 三明治网布,"54""",黑色139-18-00,全代,1,Y,16,,16,
840,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260001-1,K106/DJT 1834纹 单层网布,"54""",白色109-98-01,全代,1,Y,4.3,,4.3,
841,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260003-1,K106/DJT 1834纹 单层网布,"54""",白色109-98-01,全代,1,Y,4.3,,4.3,
842,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260152-1,K106/DJT 1834纹 单层网布,"54""",白色109-98-01,全代,2,Y,4.3,,8.6,
843,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260167-1,K106/DJT 1834纹 单层网布,"54""",白色109-98-01,全代,2,Y,4.3,,8.6,
844,2026-01-29 00:00:00,AH2601128,AHJPO2608743,ZRD260055-1,K106/DJT 1834纹 单层网布,"54""",白色109-98-01,全代,3,Y,4.3,,12.9,
845,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260052-1,K106/DJT 1834纹 单层网布,"54""",海盐色036-90-02,全代,1,Y,4.3,,4.3,
846,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260051-1,K106/DJT 1834纹 单层网布,"54""",海盐色036-90-02,全代,2,Y,4.3,,8.6,
847,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260054-1,K106/DJT 1834纹 单层网布,"54""",海盐色036-90-02,全代,1,Y,4.3,,4.3,
848,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260151-1,K106/DJT 1834纹 单层网布,"54""",海盐色Chalk 036-90-02,全代,2,Y,4.3,,8.6,
849,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260151-1open,K106/DJT 1834纹 单层网布,"54""",海盐色Chalk 036-90-02,全代,1,Y,4.3,,4.3,
850,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260166-1,K106/DJT 1834纹 单层网布,"54""",海盐色Chalk 036-90-02,全代,1,Y,4.3,,4.3,
851,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260166-1open,K106/DJT 1834纹 单层网布,"54""",海盐色Chalk 036-90-02,全代,1,Y,4.3,,4.3,
852,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260168-1,K106/DJT 1834纹 单层网布,"54""",米白036-90-02,全代,2,Y,4.3,,8.6,
853,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260168-1open,K106/DJT 1834纹 单层网布,"54""",米白036-90-02,全代,1,Y,4.3,,4.3,
854,2026-01-29 00:00:00,AH2601129,AHJPO2608743,ZRD260002-1,K106/DJT 1834纹 单层网布,"54""",黑色139-18-00,全代,1,Y,4.3,,4.3,
855,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260174-1,K208 BK布,54”200g,灰色6 000-27-00,全代,2,Y,4,,8,
856,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260131-1,K208 BK布,54”200g,核心蓝115-57-21,全代,3,Y,4,,12,
857,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260130-1,K208 BK布,54”200g,暗黑色139-18-00,全代,4,Y,4,,16,
858,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260132-1,K208 BK布,54”200g,暗黑色139-18-00,全代,3,Y,4,,12,
859,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260172-1,K208 BK布,54”200g,白色,全代,3,Y,4,,12,
860,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260172-1open,K208 BK布,54”200g,白色,全代,1,Y,4,,4,
861,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260172-1,K208 BK布,54”200g,锐步白109-98-01,全代,2,Y,4,,8,
862,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260172-1open,K208 BK布,54”200g,锐步白109-98-01,全代,1,Y,4,,4,
863,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260173-1,K208 BK布,54”200g,矢量海军蓝126-21-11,全代,4,Y,4,,16,
864,2026-01-29 00:00:00,AH2601130,AHJPO2608743,ZRD260171-1,K208 BK布,54”200g,矢量海军蓝126-21-11,全代,2,Y,4,,8,
865,2026-01-29 00:00:00,AH2601131,AHJPO2608743,ZRD260143-1,YS5908纹 三明治网布,"54""380g",暗黑色139-18-00,全代,1,Y,12.5,,12.5,
866,2026-01-29 00:00:00,AH2601131,AHJPO2608743,ZRD260138-1,YS5908纹 三明治网布,"54""380g",暗黑色139-18-00,全代,2,Y,12.5,,25,
867,2026-01-29 00:00:00,AH2601131,AHJPO2608743,ZRD260144-1,YS5908纹 三明治网布,"54""380g",暗黑色139-18-00,全代,2,Y,12.5,,25,
868,2026-01-29 00:00:00,AH2601131,AHJPO2608743,ZRD260133-1,YS5908纹 三明治网布,"54""380g",暗黑色139-18-00,全代,3,Y,12.5,,37.5,
869,2026-01-29 00:00:00,AH2601131,AHJPO2608743,ZRD260014-1,YS5908纹 三明治网布,"54""380g",黑色 139-18-00,全代,1,Y,12.5,,12.5,
870,2026-01-29 00:00:00,AH2601131,AHJPO2608743,ZRD260015-1,YS5908纹 三明治网布,"54""380g",黑色 139-18-00,全代,1,Y,12.5,,12.5,
871,2026-01-29 00:00:00,AH2601131,AHJPO2608743,ZRD260140-1,YS5908纹 三明治网布,"54""380g",灰色4 000-47-00,全代,1,Y,12.5,,12.5,
872,2026-01-29 00:00:00,AH2601131,AHJPO2608743,ZRD260189-1,YS5908纹 三明治网布,"54""380g",灰色4 000-47-00,全代,1,Y,12.5,,12.5,
873,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260143-1,YS571 单层网布,"54""530g",暗黑色139-18-00,全代,3,Y,16,,48,
874,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260138-1,YS571 单层网布,"54""530g",暗黑色139-18-00,全代,4,Y,16,,64,
875,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260144-1,YS571 单层网布,"54""530g",暗黑色139-18-00,全代,3,Y,16,,48,
876,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260133-1,YS571 单层网布,"54""530g",暗黑色139-18-00,全代,5,Y,16,,80,
877,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260014-1,YS571 单层网布,"54""530g",黑色 139-18-00,全代,1,Y,16,,16,
878,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260015-1,YS571 单层网布,"54""530g",黑色 139-18-00,全代,1,Y,16,,16,
879,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260026-1,CL24100 三明治网布,"54""430g",暗黑色139-18-00,全代,1,Y,16.5,,16.5,
880,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260063-1,CL24100 三明治网布,"54""430g",暗黑色139-18-00,全代,3,Y,16.5,,49.5,
881,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260072-1,CL24100 三明治网布,"54""430g",暗黑色139-18-00,全代,2,Y,16.5,,33,
882,2026-01-29 00:00:00,AH2601132,AHJPO2608743,ZRD260080-1,CL24100 三明治网布,"54""430g",暗黑色139-18-00,全代,2,Y,16.5,,33,
883,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260025-1,CL24100 三明治网布,"54""430g",蓝色ADWW,全代,1,Y,16.5,,16.5,
884,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260168-1,DJ132 单层网布,"54""240g",白色,全代,1,Y,6,,6,
885,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260168-1open,DJ132 单层网布,"54""240g",白色,全代,1,Y,6,,6,
886,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260166-1,DJ132 单层网布,"54""240g",白色,全代,2,Y,6,,12,
887,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260167-1,DJ132 单层网布,"54""240g",白色,全代,1,Y,6,,6,
888,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260055-1,DJ132 单层网布,"54""240g",白色,全代,1,Y,6,,6,
889,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260055-1open,DJ132 单层网布,"54""240g",白色,全代,1,Y,6,,6,
890,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260005-1,DJ132 单层网布,"54""240g",白色109-98-01,全代,1,Y,6,,6,
891,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260060-1,DJ132 单层网布,"54""240g",海盐色036-90-02,全代,1,Y,6,,6,
892,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260071-1,DJ132 单层网布,"54""240g",海盐色036-90-02,全代,1,Y,6,,6,
893,2026-01-29 00:00:00,AH2601133,AHJPO2608743,ZRD260084-1,DJ132 单层网布,"54""240g",海盐色036-90-02,全代,1,Y,6,,6,
894,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260128-1,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
895,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260062-1,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
896,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260126-1,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
897,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260124-1,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
898,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260124-1open,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
899,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260075-1,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
900,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260077-1,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
901,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260090-1,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
902,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260091-1,DJ132 单层网布,"54""240g",锐步白109-98-01,全代,1,Y,6,,6,
903,2026-01-29 00:00:00,AH2601134,AHJPO2608743,ZRD260025-1,CL24121三明治网布,"54"" 430g",蓝色 ADWW,全代,2,Y,13.5,,27,
904,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260001-1,354纹单层网,"54"" 280-290g",白色109-98-01,全代,1,Y,9,,9,
905,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260003-1,354纹单层网,"54"" 280-290g",白色109-98-01,全代,1,Y,9,,9,
906,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260167-1,354纹单层网,"54"" 280-290g",白色109-98-01,全代,1,Y,9,,9,
907,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260055-1,354纹单层网,"54"" 280-290g",白色109-98-01,全代,1,Y,9,,9,
908,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260002-1,354纹单层网,"54"" 280-290g",黑色139-18-00,全代,1,Y,9,,9,
909,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260168-1,354纹单层网,"54"" 280-290g",海盐色Chalk 036-90-02,全代,1,Y,9,,9,
910,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260166-1,354纹单层网,"54"" 280-290g",海盐色Chalk 036-90-02,全代,1,Y,9,,9,
911,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260168-1,354纹单层网,"54"" 280-290g",米白036-90-02,全代,1,Y,9,,9,
912,2026-01-29 00:00:00,AH2601135,AHJPO2608743,ZRD260168-1open,354纹单层网,"54"" 280-290g",米白036-90-02,全代,1,Y,9,,9,
913,2026-01-29 00:00:00,AH2601136,AHJPO2608743,ZRD260153-1,354纹单层网,"54"" 280-290g",柔灰047-82-01,全代,11,Y,9,,99,
914,2026-01-29 00:00:00,AH2601136,AHJPO2608743,ZRD260054-1,354纹单层网,"54"" 280-290g",柔灰047-82-01,全代,2,Y,9,,18,
915,2026-01-29 00:00:00,AH2601136,AHJPO2608743,ZRD260156-1,354纹单层网,"54"" 280-290g",新灰1 031-78-00,全代,5,Y,9,,45,
916,2026-01-29 00:00:00,AH2601136,AHJPO2608743,ZRD260054-1,354纹单层网,"54"" 280-290g",新灰1 031-78-00,全代,3,Y,9,,27,
917,2026-01-29 00:00:00,AH2601136,AHJPO2608743,ZRD260155-1,354纹单层网,"54"" 280-290g",亚麻色038-81-05,全代,5,Y,9,,45,
918,2026-01-29 00:00:00,AH2601136,AHJPO2608743,ZRD260053-1,354纹单层网,"54"" 280-290g",亚麻色038-81-05,全代,2,Y,9,,18,
919,2026-01-29 00:00:00,AH2601136,AHJPO2608743,ZRD260154-1,354纹单层网,"54"" 280-290g",运动米色035-73-04,全代,11,Y,9,,99,
920,2026-01-29 00:00:00,AH2601136,AHJPO2608743,ZRD260053-1,354纹单层网,"54"" 280-290g",运动米色035-73-04,全代,2,Y,9,,18,
921,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260008-1,XF8021纹 三明治网布,"54"" 350g/Y",白色109-98-01,全代,2,Y,9.5,,19,
922,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260160-1,XF8021纹 三明治网布,"54"" 350g/Y",白色109-98-01,全代,3,Y,9.5,,28.5,
923,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260041-1,XF8021纹 三明治网布,"54"" 350g/Y",白色109-98-01,全代,3,Y,9.5,,28.5,
924,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260042-1,XF8021纹 三明治网布,"54"" 350g/Y",白色109-98-01,全代,3,Y,9.5,,28.5,
925,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260006-1,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,全代,2,Y,9.5,,19,
926,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260007-1,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,全代,1,Y,9.5,,9.5,
927,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260009-1,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,全代,1,Y,9.5,,9.5,
928,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260159-1,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,全代,6,Y,9.5,,57,
929,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260043-1,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,全代,3,Y,9.5,,28.5,
930,2026-01-29 00:00:00,AH2601137,AHJPO2608743,ZRD260044-1,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,全代,7,Y,9.5,,66.5,
931,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260044-1,D027纹 单层网布,"54""250-260g",勃艮第红008-26-19,全代,8,Y,6.3,,50.4,
932,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260006-1,D027纹 单层网布,"54""250-260g",黑色139-18-00,全代,2,Y,6.3,,12.6,
933,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260006-1open,D027纹 单层网布,"54""250-260g",黑色139-18-00,全代,1,Y,6.3,,6.3,
934,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260009-1,D027纹 单层网布,"54""250-260g",黑色139-18-00,全代,2,Y,6.3,,12.6,
935,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260009-1open,D027纹 单层网布,"54""250-260g",黑色139-18-00,全代,1,Y,6.3,,6.3,
936,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260043-1,D027纹 单层网布,"54""250-260g",灰色4 000-47-00,全代,4,Y,6.3,,25.2,
937,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260008-1,D027纹 单层网布,"54""250-260g",冷灰色04 AC4N,全代,2,Y,6.3,,12.6,
938,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260007-1,D027纹 单层网布,"54""250-260g",胜利蓝 126-21-11,全代,2,Y,6.3,,12.6,
939,2026-01-29 00:00:00,AH2601138,AHJPO2608743,ZRD260007-1open,D027纹 单层网布,"54""250-260g",胜利蓝 126-21-11,全代,1,Y,6.3,,6.3,
940,2026-01-30 00:00:00,AH2601139,AHJPO2608743,ZRD260070-1,CL24121三明治网布,"54"" 430g",白色109-98-01,全代,5,Y,13.5,,67.5,
941,2026-01-30 00:00:00,AH2601139,AHJPO2608743,ZRD260079-1,CL24121三明治网布,"54"" 430g",白色109-98-01,全代,4,Y,13.5,,54,
942,2026-01-30 00:00:00,AH2601139,AHJPO2608743,ZRD260086-1,CL24121三明治网布,"54"" 430g",白色109-98-01,全代,2,Y,13.5,,27,
943,2026-01-30 00:00:00,AH2601139,AHJPO2608743,ZRD260026-1,CL24121三明治网布,"54"" 430g",暗黑色139-18-00,全代,1,Y,13.5,,13.5,
944,2026-01-30 00:00:00,AH2601139,AHJPO2608743,ZRD260063-1,CL24121三明治网布,"54"" 430g",暗黑色139-18-00,全代,5,Y,13.5,,67.5,
945,2026-01-30 00:00:00,AH2601139,AHJPO2608743,ZRD260072-1,CL24121三明治网布,"54"" 430g",暗黑色139-18-00,全代,4,Y,13.5,,54,
946,2026-01-30 00:00:00,AH2601139,AHJPO2608743,ZRD260080-1,CL24121三明治网布,"54"" 430g",暗黑色139-18-00,全代,3,Y,13.5,,40.5,
947,2026-01-30 00:00:00,AH2601140,AHJPO2602153,Z26259-1,YSK2360纹双心三层网,"400g* 59""",新灰2/中灰049-65-00,全代,66,Y,16.5,,1089,
948,2026-01-30 00:00:00,AH2601140,AHJPO2602153,Z26259-1open,YSK2360纹双心三层网,"400g* 59""",新灰2/中灰049-65-00,全代,4,Y,16.5,,66,
949,2026-01-30 00:00:00,AH2601140,AHJPO2608681,Z26259-2,YSK2360纹双心三层网,"400g* 59""",新灰2/中灰049-65-00,全代,22,Y,16.5,,363,
950,2026-01-30 00:00:00,AH2601140,AHJPO2604277,Z26243-2同26112,DJ132/有光K184 单层网布,"240g  54""",怀旧白038-90-04/米黄,全代,119,Y,6,,714,
951,2026-01-30 00:00:00,AH2601140,AHJPO2608681,Z26112-4,DJ132/有光K184 单层网布,"240g  54""",怀旧白038-90-04/米黄,全代,109,Y,6,,654,
952,2026-01-30 00:00:00,AH2601141,AHJPO2604146,Z26287-1open,YS571 网布,"530g 54""",宁静蓝123-79-06,全代,6,Y,16,,96,
953,2026-01-30 00:00:00,AH2601141,AHJPO2604146,Z26287-1,YS571 网布,"530g 54""",宁静蓝123-79-06,全代,112,Y,16,,1792,
954,2026-01-30 00:00:00,AH2601141,AHJPO2604146,Z26287-2,YS571 网布,"530g 54""",宁静蓝123-79-06,全代,40,Y,16,,640,
955,2026-01-30 00:00:00,AH2601141,AHJPO2604277,Z26287-4,YS571 网布,"530g 54""",宁静蓝123-79-06,全代,41,Y,16,,656,
956,2026-01-30 00:00:00,AH2601141,AHJPO2608681,Z26287-3,YS571 网布,"530g 54""",宁静蓝123-79-06,全代,29,Y,16,,464,
957,2026-01-30 00:00:00,AH2601141,AHJPO2604277,Z26284-2,CL24121三明治网布,"430g  54""",白色109-98-01,全代,8,Y,13.5,,108,
958,2026-01-30 00:00:00,AH2601142,AHJPO2602153,Z26253-1open,YSK2360纹双心三层网,"400g* 59""",新灰1/031-78-00,全代,3,Y,16.5,,49.5,
959,2026-01-30 00:00:00,AH2601142,AHJPO2602153,Z26253-1,YSK2360纹双心三层网,"400g* 59""",新灰1/031-78-00,全代,48,Y,16.5,,792,
960,2026-01-30 00:00:00,AH2601142,AHJPO2604206,ZY26310-1,YSK2360纹双心三层网,"400g* 59""",新灰1/031-78-00,全代,36,Y,16.5,,594,
961,2026-01-30 00:00:00,AH2601142,AHJPO2608681,Z26253-2,YSK2360纹双心三层网,"400g* 59""",新灰1/031-78-00,全代,151,Y,16.5,,2491.5,
962,2026-01-30 00:00:00,AH2601142,AHJPO2604206,ZY26311-1,镂空圆孔YS0391纹  单层网布,"310-320g *54""",蓝色117-31-18,全代,172,Y,9.8,,1685.6,
963,2026-01-30 00:00:00,AH2601142,AHJPO2604206,ZY26311-1open,镂空圆孔YS0391纹  单层网布,"310-320g *54""",蓝色117-31-18,全代,9,Y,9.8,,88.2,
964,2026-01-30 00:00:00,AH2601143,AHJPO2602153,Z26253-1,镂空圆孔YS0391纹  单层网布,"310-320g *54""",新灰1/031-78-00,全代,111,Y,9.8,,1087.8,
965,2026-01-30 00:00:00,AH2601143,AHJPO2602153,Z26253-1open,镂空圆孔YS0391纹  单层网布,"310-320g *54""",新灰1/031-78-00,全代,6,Y,9.8,,58.8,
966,2026-01-30 00:00:00,AH2601143,AHJPO2604206,ZY26310-1,镂空圆孔YS0391纹  单层网布,"310-320g *54""",新灰1/031-78-00,全代,85,Y,9.8,,833,
967,2026-01-30 00:00:00,AH2601143,AHJPO2608681,Z26253-2,镂空圆孔YS0391纹  单层网布,"310-320g *54""",新灰1/031-78-00,全代,17,Y,9.8,,166.6,
968,2026-01-30 00:00:00,AH2601143,AHJPO2602163,Z26298-1,DJT1834纹  单层网布,"54 "" 200g",灰色000-64-00,全代,279,Y,4.3,,1199.7,
969,2026-01-30 00:00:00,AH2601143,AHJPO2601821,Z25162-8,经编佳积布,"46"" 150平方克",灰白色017-79-00,全代,45,Y,4,,180,
970,2026-01-30 00:00:00,AH2601144,AHJPO2602155,Z26242-1,DJ132POLYPAG单层网布,"240g 54""",黑色139-18-00,全代,633,Y,6,,3798,
971,2026-01-30 00:00:00,AH2601144,AHJPO2602155,Z26242-2,DJ132POLYPAG单层网布,"240g 54""",黑色139-18-00,全代,198,Y,6,,1188,
972,2026-01-30 00:00:00,AH2601144,AHJPO2602155,Z26240-1,DJ132POLYPAG单层网布,"240g 54""",黑色139-18-00,全代,1013,Y,6,,6078,
973,2026-01-31 00:00:00,AH2601145,AHJPO2602155,Z26240-1,DJ132单层网布,"240g 54""",黑色139-18-00,全代,137,Y,6,,822,
974,2026-01-31 00:00:00,AH2601145,AHJPO2602155,Z26240-2,DJ132单层网布,"240g 54""",黑色139-18-00,全代,269,Y,6,,1614,
975,2026-01-31 00:00:00,AH2601145,AHJPO2602163,Z26241-1,DJ132单层网布,"240g 54""",黑色139-18-00,全代,556,Y,6,,3336,
976,2026-01-31 00:00:00,AH2601145,AHJPO2602163,Z26241-2,DJ132单层网布,"240g 54""",黑色139-18-00,全代,93,Y,6,,558,
977,2026-01-31 00:00:00,AH2601145,AHJPO2608681,Z26241-3,DJ132单层网布,"240g 54""",黑色139-18-00,全代,91,Y,6,,546,
978,2026-01-31 00:00:00,AH2601145,AHJPO2608681,Z26240-3,DJ132单层网布,"240g 54""",黑色139-18-00,全代,180,Y,6,,1080,
979,2026-01-31 00:00:00,AH2601145,AHJPO2608681,Z26242-3,DJ132单层网布,"240g 54""",黑色139-18-00,全代,133,Y,6,,798,
980,2026-01-31 00:00:00,AH2601145,AHJPO2610573,Z25660-4,BK-Q01 单层网布,"260g*54""",黄色053-79-38,全代,3,Y,5.5,,16.5,
981,2026-01-31 00:00:00,AH2601145,AHJPO2609964,Z26200-1,354纹单层网,"280-290g  54""",白色109-98-01,全代,2,Y,9,,18,
982,2026-01-31 00:00:00,AH2601146,AHJPO2609964,Z26200-1,K106/DJT 1834纹单层网布,"54 """,白色109-98-01,全代,5,Y,4.3,,21.5,
983,2026-01-31 00:00:00,AH2601146,AHJPO2602153,Z26251-1open,YSK2360纹双心三层网,"400g* 59""",大胆紫128-27-24,全代,2,Y,16.5,,33,
984,2026-01-31 00:00:00,AH2601146,AHJPO2602153,Z26251-1,YSK2360纹双心三层网,"400g* 59""",大胆紫128-27-24,全代,24,Y,16.5,,396,
985,2026-01-31 00:00:00,AH2601146,AHJPO2608681,Z26251-2,YSK2360纹双心三层网,"400g* 59""",大胆紫128-27-24,全代,37,Y,16.5,,610.5,
986,2026-01-31 00:00:00,AH2601146,AHJPO2602163,Z26233-1,YS571单层网布,"530g 54""",深灰000-36-00,全代,271,Y,16,,4336,
987,2026-01-31 00:00:00,AH2601146,AHJPO2602163,Z26233-1open,YS571单层网布,"530g 54""",深灰000-36-00,全代,10,Y,16,,160,
988,2026-01-31 00:00:00,AH2601146,AHJPO2601821,Z25867-6,D027纹单层网布,"250-260g 54""",白色109-98-01,全代,88,Y,6.3,,554.4,
989,2026-01-31 00:00:00,AH2601146,AHJPO2601821,Z25867-6open,D027纹单层网布,"250-260g 54""",白色109-98-01,全代,5,Y,6.3,,31.5,
990,2026-01-31 00:00:00,AH2601146,AHJPO2608681,Z25867-7,D027纹单层网布,"250-260g 54""",白色109-98-01,全代,50,Y,6.3,,315,
991,2026-01-31 00:00:00,AH2601147,AHJPO2603689,Z25261-3,DH1503小圆点 网布,"54""",珊瑚绿7722C,全代,71,Y,21,,1491,
992,2026-01-31 00:00:00,AH2601147,AHJPO2603689,Z25262-3,DH1503小圆点 网布,"54""",珊瑚绿7722C,全代,60,Y,21,,1260,
993,2026-01-31 00:00:00,AH2601147,AHJPO2603689,Z25263-3,DH1503小圆点 网布,"54""",珊瑚绿7722C,全代,93,Y,21,,1953,
994,2026-01-31 00:00:00,AH2601147,AHJPO2603689,Z25264-2,DH1503小圆点 网布,"54""",珊瑚绿7722C,全代,7,Y,21,,147,
995,2026-01-31 00:00:00,AH2601147,AHJPO2603689,Z25266-2,DH1503小圆点 网布,"54""",珊瑚绿7722C,全代,21,Y,21,,441,
996,2026-01-31 00:00:00,AH2601147,AHJPO2603689,Z25268-3,DH1503小圆点 网布,"54""",珊瑚绿7722C,全代,19,Y,21,,399,
997,2026-01-31 00:00:00,AH2601147,AHJPO2603689,Z25269-3,DH1503小圆点 网布,"54""",珊瑚绿7722C,全代,45,Y,21,,945,
