泉州阳硕鞋材有限公司,,,,,,,,,,,300码以下记得开小缸费 牛津布1000Y以下开染费 帆布500Y以下开染费,,,
送 货 单,,,,,,,,,,,,,,
收货单位：安迪星（福建）体育用品有限责任公司,,,,,,NO.：,FLDH260202,,,,,,,
地址：福州市马尾区亭江镇万洋众创城A07栋,,,,,,送货日期：,2026-02-03 00:00:00,,,,,,,
采购单号,指令,型体,物料编号,刀模,材料名称,颜色,数量,单位,支数,,送货单号,送货日期,物流信息,
PA260122019,K250101(预补),,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250102,,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,1.3,码,,0,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K250102(预补),,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K250103,,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,2.2,码,,0,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K250103(预补),,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K250104,,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,3.6,码,,0,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K250104(预补),,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K260003,,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.5,码,,0,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K260003(预补),,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K260006,,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.6,码,,0,FLDH260183,2026-01-23 00:00:00,,
PA260122019,K260006(预补),,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260183,2026-01-23 00:00:00,,
PA260123020,SS27PS销样,100278261,B0101375,FL-SS26115U-1,"YS-057M拉毛四弹布 54""",109-98-01白,2,码,1,,FLDH260201,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100278259,B0101376,FL-SS26115U,"YS-057M拉毛四弹布 54""",139-18-00黑,2,码,1,,FLDH260201,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100280209,C0504344,FL-SS26115U-B,"YS-057M拉毛四弹布 54""",000-47-00灰,2,码,1,,FLDH260201,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100280201,C0504346,FL-SS26115U,"YS-057M拉毛四弹布 54""",029-83-08杏,2,码,1,,FLDH260201,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100280202,C0504348,FL-SS26115U,"YS-057M拉毛四弹布 54""",088-25-09暗绿,2,码,1,,FLDH260201,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100278251,C0504363,FL-SS26115U,"YS-057M拉毛四弹布 54""",156-82-15粉,2,码,1,,FLDH260201,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100283476,C0500239,FL-23045U,"JFC503 单层网布 54""",01F7白色,2,码,1,,FLDH260201,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100283476,C0500610,FL-23045U,"JFC503 单层网布 54""",白01F7,2,码,,,FLDH260201,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100275886/100278395,C0501181,FL-SS25011U-8,"DJ132 单层网布 240g 54""",139-18-00黑,4,码,1,,FLDH260202,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100278395/100278396/100278397/100282328/100285900,C0501825,FL-SS25011U-8,"DJ132单层网布240g 54""",109-98-01白,78,码,1,,FLDH260202,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100279077,C0504502,FL-SS27101U,"DJ132单层网布240g 54""",031-78-00灰,2,码,1,,FLDH260202,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100279076,C0504259,FL-SS27101U,"YS020M加密真美布250g*54""",139-18-00黑,4,码,1,,FLDH260202,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100279077,C0504260,FL-SS27101U,"YS020M加密真美布250g* 54""",031-78-00浅灰,2,码,1,,FLDH260202,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100278261/100279553/100279672/100286476/100286478/100286479,C0501670,FL-SS26115U-1,"JFC805单层网布 54""",109-98-01白,6,码,1,,FLDH260202,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100279673/100286475/100286477,C0501945,FL-SS27106U,"JFC805单层网布 54""",139-18-00黑,4,码,1,,FLDH260202,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100280201/100280209,C0504342,FL-SS26115U,"JFC805单层网布 54""",029-83-08杏,2,码,1,,FLDH260202,2026-02-03 00:00:00,,
PA260123020,SS27PS销样,100280202,C0504347,FL-SS26115U,"JFC805单层网布 54""",088-25-09暗绿,2,码,1,,FLDH260202,2026-02-03 00:00:00,,
合          计,,,,,,,104,码,9,,,,,
注:我司仅对未开裁材料负责，已开裁材料经我司书面同意除外，其它概不负责。,,,,,,,,,,,FLDH260202,2026-02-03 00:00:00,,
收货单位签章：,,,,,,,,,送货单位签章：戴春莲,,,,,
第一联：(白)      第二联：(红)      第三联：(蓝)       第四联：(绿)     第五联：(黄),,,,,,,,,,,,,,
300码以下记得开小缸费,,,,,,,,,,,,,,
,,,,,,,240,,,,,,,
